,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Unnamed: 4_level_0
174,Marc Cucurella,es ESP,DF,25-093,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,chelsea,
175,Carney Chukwuemeka,eng ENG,MF,20-003,2.0,2,125.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,2.0,4.0,9.0,0.72,0.0,0.72,0.72,0.72,0.08,0.09,0.16,0.08,0.16,Matches,chelsea,
176,Armando Broja,al ALB,FW,22-043,3.0,2,121.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,4.0,2.0,9.0,0.74,0.0,0.74,0.74,0.74,0.4,0.0,0.4,0.4,0.4,Matches,chelsea,
177,Lesley Ugochukwu,fr FRA,MF,19-211,5.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,chelsea,
178,Reece James,eng ENG,"DF,FW",23-319,2.0,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,5.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.28,0.32,0.04,0.32,Matches,chelsea,
179,Ian Maatsen,nl NED,"FW,MF",21-227,6.0,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.42,0.1,0.52,0.42,0.52,Matches,chelsea,
180,Noni Madueke,eng ENG,"FW,MF",21-227,4.0,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,chelsea,
181,Mason Burstow,eng ENG,FW,20-080,2.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chelsea,
182,Alex Matos,eng ENG,MF,19-020,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chelsea,
183,Benoît Badiashile,fr FRA,DF,22-211,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
184,Eddie Beach,wls WAL,GK,20-014,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
185,Lucas Bergström,fi FIN,GK,21-048,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
186,Joshua Brooking,eng ENG,DF,21-052,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
187,Alfie Gilchrist,eng ENG,DF,19-329,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
188,Bashir Humphreys,eng ENG,DF,20-222,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
189,Diego Moreira,pt POR,MF,19-078,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
190,Đorđe Petrović,rs SRB,GK,24-015,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
191,Andrey Santos,br BRA,MF,19-173,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
192,Ronnie Stutter,eng ENG,FW,18-290,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
193,Deivid Washington,br BRA,FW,18-140,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea,
194,Joachim Andersen,dk DEN,DF,27-145,9.0,9,810.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,1.8,8.0,57.0,4.0,0.22,0.0,0.22,0.22,0.22,0.07,0.13,0.2,0.07,0.2,Matches,palace,
195,Sam Johnstone,eng ENG,GK,30-212,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,palace,
196,Tyrick Mitchell,eng ENG,DF,24-052,9.0,9,810.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,0.8,7.0,24.0,49.0,0.0,0.11,0.11,0.0,0.11,0.01,0.08,0.09,0.01,0.09,Matches,palace,
197,Jordan Ayew,gh GHA,"FW,MF",32-042,9.0,9,744.0,8.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,1.1,2.6,26.0,23.0,65.0,0.0,0.24,0.24,0.0,0.24,0.18,0.13,0.31,0.18,0.31,Matches,palace,
198,Cheick Doucouré,ml MLI,MF,23-288,8.0,8,719.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,7.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,palace,
199,Marc Guéhi,eng ENG,DF,23-102,8.0,8,719.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,6.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,palace,
200,Joel Ward,eng ENG,DF,33-359,8.0,8,712.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,7.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,palace,
201,Odsonne Édouard,fr FRA,"FW,MF",25-280,8.0,8,697.0,7.7,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.8,2.8,0.5,3.3,15.0,17.0,41.0,0.52,0.0,0.52,0.52,0.52,0.36,0.07,0.43,0.36,0.43,Matches,palace,
202,Jeffrey Schlupp,gh GHA,"FW,MF",30-304,8.0,8,564.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.1,5.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.17,0.07,0.17,Matches,palace,
203,Eberechi Eze,eng ENG,"MF,FW",25-116,7.0,7,627.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.3,2.3,1.3,3.7,21.0,24.0,41.0,0.14,0.0,0.14,0.14,0.14,0.33,0.19,0.53,0.33,0.53,Matches,palace,
204,Jefferson Lerma,co COL,MF,28-363,5.0,5,446.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.8,6.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,Matches,palace,
205,Will Hughes,eng ENG,MF,28-189,6.0,5,430.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,5.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,palace,
206,Jean-Philippe Mateta,fr FRA,FW,26-117,7.0,3,367.0,4.1,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.1,1.5,2.0,4.0,24.0,0.0,0.74,0.74,0.0,0.74,0.09,0.28,0.37,0.09,0.37,Matches,palace,
207,Chris Richards,us USA,"DF,MF",23-209,3.0,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,palace,
208,Nathaniel Clyne,eng ENG,DF,32-201,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,palace,
209,Jaïro Riedewald,nl NED,"MF,FW",27-044,2.0,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,palace,
210,Jesuran Rak Sakyi,eng ENG,"MF,DF",21-018,5.0,0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,7.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.34,0.13,0.47,0.34,0.47,Matches,palace,
211,Naouirou Ahamada,fr FRA,"FW,MF",21-208,3.0,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,palace,
212,Matheus França,br BRA,FW,19-205,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,1.24,1.33,0.09,1.33,Matches,palace,
213,David Ozoh,eng ENG,MF,18-145,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,palace,
214,James Tomkins,eng ENG,DF,34-208,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,palace,
215,Malcolm Ebiowei,eng ENG,MF,20-049,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palace,
216,John-Kymani Gordon,eng ENG,FW,20-252,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palace,
217,Dean Henderson,eng ENG,GK,26-225,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palace,
218,Rob Holding,eng ENG,DF,28-033,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palace,
219,Remi Matthews,eng ENG,GK,29-255,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palace,
220,Ademola Ola-Adebomi,eng ENG,FW,19-243,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palace,
221,Jadan Raymond,wls WAL,MF,20-008,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,palace,
222,Jordan Pickford,eng ENG,GK,29-230,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,everton,
223,James Tarkowski,eng ENG,DF,30-338,9.0,9,809.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.2,1.0,31.0,5.0,0.11,0.11,0.22,0.11,0.22,0.08,0.05,0.13,0.08,0.13,Matches,everton,
224,Amadou Onana,be BEL,MF,22-068,9.0,9,785.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.2,3.2,7.0,44.0,24.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.37,0.12,0.37,Matches,everton,
225,Abdoulaye Doucouré,ml MLI,"FW,MF",30-295,9.0,9,766.0,8.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.1,3.1,1.6,4.7,20.0,27.0,47.0,0.35,0.0,0.35,0.35,0.35,0.37,0.18,0.55,0.37,0.55,Matches,everton,
226,Ashley Young,eng ENG,DF,38-106,9.0,9,739.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.1,0.1,0.5,0.6,15.0,34.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,Matches,everton,
227,James Garner,eng ENG,MF,22-224,9.0,8,707.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,1.9,3.0,11.0,27.0,23.0,0.13,0.13,0.25,0.13,0.25,0.14,0.24,0.38,0.14,0.38,Matches,everton,
228,Jarrad Branthwaite,eng ENG,DF,21-118,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,everton,
229,Idrissa Gana Gueye,sn SEN,MF,34-027,7.0,7,539.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,13.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches,everton,
230,Vitaliy Mykolenko,ua UKR,DF,24-147,5.0,5,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,2.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,everton,
231,Dwight McNeil,eng ENG,"MF,FW",23-335,6.0,5,411.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.8,2.3,17.0,9.0,21.0,0.0,0.22,0.22,0.0,0.22,0.12,0.39,0.51,0.12,0.51,Matches,everton,
232,Nathan Patterson,sct SCO,DF,22-007,8.0,4,435.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.1,1.4,12.0,15.0,20.0,0.0,0.21,0.21,0.0,0.21,0.07,0.22,0.29,0.07,0.29,Matches,everton,
233,Dominic Calvert-Lewin,eng ENG,FW,26-221,6.0,4,322.0,3.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.6,2.6,0.1,2.6,5.0,3.0,16.0,0.56,0.0,0.56,0.56,0.56,0.72,0.02,0.73,0.72,0.73,Matches,everton,
234,Arnaut Danjuma,nl NED,"FW,MF",26-265,8.0,3,373.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.3,2.2,13.0,4.0,27.0,0.24,0.0,0.24,0.24,0.24,0.45,0.08,0.53,0.45,0.53,Matches,everton,
235,Beto,gw GNB,FW,25-265,6.0,3,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.3,1.8,5.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.47,0.09,0.55,0.47,0.55,Matches,everton,
236,Michael Keane,eng ENG,DF,30-285,4.0,2,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,everton,
237,Jack Harrison,eng ENG,MF,26-337,3.0,2,167.0,1.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.8,7.0,4.0,9.0,0.54,0.54,1.08,0.54,1.08,0.15,0.3,0.45,0.15,0.45,Matches,everton,
238,Alex Iwobi,ng NGA,MF,27-173,2.0,2,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.35,0.21,0.35,Matches,everton,
239,Lewis Dobbin,eng ENG,MF,20-293,3.0,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,everton,
240,Neal Maupay,fr FRA,FW,27-070,2.0,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.5,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.16,0.05,1.22,1.16,1.22,Matches,everton,
241,Youssef Chermiti,pt POR,FW,19-152,4.0,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,everton,
242,Thomas Cannon,ie IRL,FW,20-299,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,everton,
243,Ben Godfrey,eng ENG,DF,25-281,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,everton,
244,Tyler Onyango,eng ENG,MF,20-233,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,everton,
245,André Gomes,pt POR,MF,30-085,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,
246,Mackenzie Hunt,eng ENG,DF,21-343,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,
247,Andy Lonergan,ie IRL,GK,40-004,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,
248,João Virgínia,pt POR,GK,24-013,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,
249,Bernd Leno,de GER,GK,31-233,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fulham,
250,Issa Diop,fr FRA,DF,26-287,8.0,8,700.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,9.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,fulham,
251,Antonee Robinson,us USA,DF,26-076,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.7,19.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.09,0.01,0.09,Matches,fulham,
252,Tim Ream,us USA,DF,36-018,7.0,7,603.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,10.0,34.0,2.0,0.15,0.0,0.15,0.15,0.15,0.14,0.0,0.14,0.14,0.14,Matches,fulham,
253,Andreas Pereira,br BRA,MF,27-295,8.0,7,550.0,6.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.6,8.0,17.0,25.0,0.16,0.16,0.33,0.16,0.33,0.09,0.18,0.27,0.09,0.27,Matches,fulham,
254,Raúl Jiménez,mx MEX,FW,32-171,7.0,7,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.7,1.4,5.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.25,0.12,0.25,Matches,fulham,
255,Harrison Reed,eng ENG,MF,28-269,8.0,6,494.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,2.0,17.0,23.0,0.0,0.18,0.18,0.0,0.18,0.0,0.12,0.12,0.0,0.12,Matches,fulham,
256,Harry Wilson,wls WAL,FW,26-215,8.0,6,488.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.8,8.0,18.0,46.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches,fulham,
257,João Palhinha,pt POR,MF,28-106,6.0,5,474.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,1.0,19.0,1.0,0.19,0.0,0.19,0.19,0.19,0.06,0.0,0.06,0.06,0.06,Matches,fulham,
258,Willian,br BRA,FW,35-075,7.0,5,445.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.2,23.0,31.0,44.0,0.2,0.0,0.2,0.2,0.2,0.19,0.06,0.25,0.19,0.25,Matches,fulham,
259,Bobby Reid,jm JAM,FW,30-263,7.0,5,436.0,4.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.1,2.6,15.0,13.0,26.0,0.41,0.0,0.41,0.41,0.41,0.52,0.03,0.55,0.52,0.55,Matches,fulham,
260,Kenny Tete,nl NED,DF,28-014,5.0,5,427.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,11.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,fulham,
261,Timothy Castagne,be BEL,DF,27-322,5.0,4,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,16.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,fulham,
262,Saša Lukić,rs SRB,MF,27-071,4.0,3,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.24,0.21,0.24,Matches,fulham,
263,Tom Cairney,sct SCO,MF,32-276,6.0,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,2.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.36,0.4,0.04,0.4,Matches,fulham,
264,Alex Iwobi,ng NGA,"MF,FW",27-173,4.0,1,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,6.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.21,0.11,0.31,0.21,0.31,Matches,fulham,
265,Carlos Vinícius,br BRA,FW,28-212,4.0,1,156.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,2.0,2.0,8.0,0.58,0.0,0.58,0.58,0.58,0.34,0.32,0.66,0.34,0.66,Matches,fulham,
266,Calvin Bassey,ng NGA,DF,23-296,4.0,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fulham,
267,Luke Harris,wls WAL,MF,18-203,1.0,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,fulham,
268,Adama Traoré,es ESP,"FW,DF",27-271,3.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,Matches,fulham,
269,Aleksandar Mitrović,rs SRB,FW,29-037,1.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,Matches,fulham,
270,Rodrigo Muniz,br BRA,FW,22-172,3.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.59,0.13,0.71,0.59,0.71,Matches,fulham,
